platformId,gameId
NA1,3747728233
OC1,392379343
EUN1,2704967905
EUW1,5023274980
KR,4935057849
NA1,3747804539
OC1,392593744
EUN1,2704970598
EUW1,5024194265
KR,4935208066
NA1,3751753756
OC1,392578419
EUN1,2705977940
EUW1,5024733180
KR,4935432242
NA1,3751778958
OC1,392848456
EUN1,2705952652
EUW1,5024782489
KR,4935510679
NA1,3751836461
OC1,392894987
EUN1,2706020983
EUW1,5024839712
KR,4935651331
NA1,3751930625
OC1,392996770
EUN1,2706044808
EUW1,5025048356
KR,4935644373
NA1,3752012828
OC1,393033293
EUN1,2706994453
EUW1,5025812724
KR,4935960620
NA1,3752828522
OC1,393220666
EUN1,2707058988
EUW1,5028278870
KR,4935998279
NA1,3753175620
OC1,393517109
EUN1,2707086620
EUW1,5028425183
KR,4936165668
NA1,3754658639
OC1,393518005
EUN1,2707229343
EUW1,5028491249
KR,4936275393
NA1,3754789045
OC1,393519451
EUN1,2707333367
EUW1,5028769600
KR,4936485956
NA1,3754868708
OC1,393692726
EUN1,2708001569
EUW1,5029181854
KR,4937577447
NA1,3755271725
OC1,393689031
EUN1,2707996663
EUW1,5029182767
KR,4937664058
NA1,3756192474
OC1,393730628
EUN1,2708075673
EUW1,5029406674
KR,4938395588
NA1,3760998180
OC1,393733356
EUN1,2708270901
EUW1,5030065742
KR,4938633616
NA1,3735629303
OC1,393889536
EUN1,2708405178
EUW1,5031035263
KR,4940761076
NA1,3735720695
OC1,393912593
EUN1,2708431092
EUW1,5031066828
KR,4940902094
NA1,3735685672
OC1,393904736
EUN1,2708478079
EUW1,5031131220
KR,4941167633
NA1,3735688957
OC1,393927587
EUN1,2709076742
EUW1,5031756142
KR,4941358797
NA1,3735793014
OC1,394024335
EUN1,2709182510
EUW1,5031891886
KR,4941689536
NA1,3735809630
OC1,394181762
EUN1,2709204506
EUW1,5032001563
KR,4960038178
NA1,3735864127
OC1,394183127
EUN1,2709380380
EUW1,5032189718
KR,4913094593
NA1,3735943085
OC1,394366067
EUN1,2710051162
EUW1,5032366418
KR,4914175365
NA1,3736026535
OC1,394542258
EUN1,2710062760
EUW1,5033013841
KR,4916584593
NA1,3736031207
OC1,394544509
EUN1,2710310870
EUW1,5033037619
KR,4916702390
NA1,3736309365
OC1,394546356
EUN1,2710368784
EUW1,5033277423
KR,4916791655
NA1,3736317175
OC1,394563360
EUN1,2710560737
EUW1,5033372899
KR,4918724962
NA1,3736919544
OC1,394612835
EUN1,2711295471
EUW1,5033410885
KR,4918805431
NA1,3736962661
OC1,394809972
EUN1,2711541057
EUW1,5033595681
KR,4919151565
NA1,3736974763
OC1,394861209
EUN1,2712793953
EUW1,5035123640
KR,4919099226
NA1,3737058035
OC1,394903742
EUN1,2712838470
EUW1,5035891324
KR,4921200010
NA1,3737422683
OC1,395194483
EUN1,2712948377
EUW1,5036966778
KR,4921451113
NA1,3737751409
OC1,395591642
EUN1,2713021799
EUW1,5037013336
KR,4921455243
NA1,3737843941
OC1,396934763
EUN1,2713903432
EUW1,5039160787
KR,4921468153
NA1,3738528905
OC1,399307836
EUN1,2714863592
EUW1,5039163626
KR,4922137079
NA1,3738583396
OC1,392220720
EUN1,2715228404
EUW1,5039127927
KR,4922393666
NA1,3738676936
OC1,392234124
EUN1,2716149277
EUW1,5039461163
KR,4922891108
NA1,3738740505
OC1,392517178
EUN1,2696513593
EUW1,5040571148
KR,4922899333
NA1,3738724715
OC1,392518793
EUN1,2696598497
EUW1,5040608004
KR,4923009371
NA1,3739379472
OC1,392519920
EUN1,2696564395
EUW1,5042342825
KR,4923207841
NA1,3739905948
OC1,392520971
EUN1,2696722331
EUW1,5042647408
KR,4923492753
NA1,3740000752
OC1,392652372
EUN1,2696853759
EUW1,5044155312
KR,4923738084
NA1,3739984451
OC1,392681188
EUN1,2696911010
EUW1,5044579486
KR,4926989802
NA1,3739998497
OC1,392698088
EUN1,2697009599
EUW1,5045642686
KR,4929613093
NA1,3740181492
OC1,392839959
EUN1,2697042766
EUW1,5046575321
KR,4929705711
NA1,3740166292
OC1,392850963
EUN1,2697026047
EUW1,5048701951
KR,4934561121
NA1,3740228200
OC1,392862283
EUN1,2697139050
EUW1,5048744891
KR,4934567274
NA1,3740284832
OC1,392864633
EUN1,2697372387
EUW1,5048834431
KR,4934894383
NA1,3740300118
OC1,392914652
EUN1,2697676647
EUW1,5057052289
KR,4935186647
NA1,3740333004
OC1,393100221
EUN1,2699870990
EUW1,5057186474
KR,4935371261
NA1,3740564140
OC1,393093786
EUN1,2699911130
EUW1,5059079723
KR,4935649520
NA1,3741013294
OC1,393132822
EUN1,2699979844
EUW1,5016419904
KR,4935696951
NA1,3741045445
OC1,393187643
EUN1,2700905796
EUW1,5016875346
KR,4935866595
NA1,3741037993
OC1,393313447
EUN1,2701293538
EUW1,5017224756
KR,4936618886
NA1,3741121626
OC1,393306740
EUN1,2701400001
EUW1,5017275989
KR,4936811332
NA1,3741109481
OC1,393351228
EUN1,2701444357
EUW1,5017585900
KR,4937518837
NA1,3741279892
OC1,393334826
EUN1,2701809561
EUW1,5018251067
KR,4937607074
NA1,3741488336
OC1,393348853
EUN1,2701813662
EUW1,5018253364
KR,4937712132
NA1,3741683659
OC1,393454064
EUN1,2702080575
EUW1,5018246056
KR,4937870573
NA1,3741760960
OC1,393449134
EUN1,2702054529
EUW1,5018423092
KR,4938770202
NA1,3741832700
OC1,393472594
EUN1,2702148255
EUW1,5018969915
KR,4939243324
NA1,3742669871
OC1,393496169
EUN1,2702285022
EUW1,5019208701
KR,4942243784
NA1,3742643806
OC1,393585146
EUN1,2704262122
EUW1,5019830604
KR,4942258913
NA1,3742677837
OC1,393643043
EUN1,2704819410
EUW1,5019872781
KR,4946659982
NA1,3742693473
OC1,393655825
EUN1,2704820507
EUW1,5019875378
KR,4955591894
NA1,3742747516
OC1,393691974
EUN1,2704792047
EUW1,5020464086
KR,4959161593
NA1,3742875993
OC1,393685378
EUN1,2704822255
EUW1,5020811210
KR,4960741273
NA1,3743120448
OC1,393677659
EUN1,2705315905
EUW1,5020827438
KR,4901549939
NA1,3743225763
OC1,393724020
EUN1,2710385498
EUW1,5021013530
KR,4903074823
NA1,3743852364
OC1,393936192
EUN1,2699958219
EUW1,5021079488
KR,4903059719
NA1,3743864600
OC1,393952521
EUN1,2699994967
EUW1,5021336884
KR,4903694452
NA1,3743929379
OC1,393965289
EUN1,2700060580
EUW1,5023890495
KR,4903619864
NA1,3743944391
OC1,394001119
EUN1,2700148588
EUW1,5023932564
KR,4918185723
NA1,3744007195
OC1,394013334
EUN1,2700897189
EUW1,5023991209
KR,4922464485
NA1,3744012408
OC1,394243900
EUN1,2700902225
EUW1,5024971717
KR,4922494189
NA1,3744121442
OC1,394617096
EUN1,2700971242
EUW1,5025285213
KR,4922651366
NA1,3744224529
OC1,394648707
EUN1,2701290834
EUW1,5025397457
KR,4922908371
NA1,3744331629
OC1,394691442
EUN1,2702334690
EUW1,5025818403
KR,4923023938
NA1,3745019705
OC1,394719248
EUN1,2702399263
EUW1,5027374549
KR,4923380829
NA1,3745105158
OC1,395369411
EUN1,2702403493
EUW1,5027328551
KR,4923476306
NA1,3745119440
OC1,395555434
EUN1,2702461827
EUW1,5027431670
KR,4923585073
NA1,3745184613
OC1,395689341
EUN1,2702453539
EUW1,5027454075
KR,4923702322
NA1,3745340194
OC1,395752303
EUN1,2702985049
EUW1,5028360505
KR,4923875398
NA1,3745354548
OC1,395771291
EUN1,2703073479
EUW1,5028366561
KR,4923956474
NA1,3745329516
OC1,395766096
EUN1,2703137844
EUW1,5028697241
KR,4924044785
NA1,3745792980
OC1,395780346
EUN1,2703104749
EUW1,5028859292
KR,4924131368
NA1,3745827265
OC1,395793158
EUN1,2703459804
EUW1,5029242701
KR,4924113814
NA1,3745902108
OC1,395795430
EUN1,2703474873
EUW1,5029268341
KR,4924154941
NA1,3746014466
OC1,395875039
EUN1,2703541705
EUW1,5029565969
KR,4924185601
NA1,3746008670
OC1,395878010
EUN1,2703612178
EUW1,5030122955
KR,4925026657
NA1,3746053484
OC1,395901606
EUN1,2703596423
EUW1,5030050393
KR,4925116303
NA1,3746046411
OC1,395941770
EUN1,2703648363
EUW1,5030227612
KR,4925302197
NA1,3746140199
OC1,395988822
EUN1,2704407944
EUW1,5030439449
KR,4925987540
NA1,3746404560
OC1,396233454
EUN1,2704625301
EUW1,5030696506
KR,4926165857
NA1,3746455949
OC1,396227355
EUN1,2706703932
EUW1,5030771868
KR,4926353038
NA1,3746490700
OC1,396239376
EUN1,2706706267
EUW1,5031115263
KR,4926713831
NA1,3746539823
OC1,396263702
EUN1,2707378291
EUW1,5031129437
KR,4926708534
NA1,3746593675
OC1,396274589
EUN1,2707341434
EUW1,5031406056
KR,4927680415
NA1,3746623215
OC1,396298888
EUN1,2707492782
EUW1,5031574819
KR,4927687928
NA1,3746637623
OC1,396342141
EUN1,2707648595
EUW1,5031644983
KR,4927745880
NA1,3746692275
OC1,396370734
EUN1,2707690790
EUW1,5031730662
KR,4928013469
NA1,3746727253
OC1,396575144
EUN1,2707707819
EUW1,5032060396
KR,4928213616
NA1,3746762286
OC1,396606904
EUN1,2707764221
EUW1,5032180022
KR,4928721267
NA1,3746777414
OC1,396625257
EUN1,2707817564
EUW1,5032907590
KR,4928798751
NA1,3746836022
OC1,396744815
EUN1,2707814095
EUW1,5033045136
KR,4929514033
NA1,3746926183
OC1,397140601
EUN1,2707887953
EUW1,5037031454
KR,4929743288
NA1,3747140294
OC1,397185342
EUN1,2707904466
EUW1,5038278870
KR,4929756664
NA1,3747194904
OC1,397681003
EUN1,2707876810
EUW1,5038465181
KR,4929841403
NA1,3747332414
OC1,397950666
EUN1,2707929452
EUW1,5038983392
KR,4930364479
NA1,3747441229
OC1,398156196
EUN1,2708890033
EUW1,5040726005
KR,4930503219
NA1,3747428213
OC1,398442800
EUN1,2708846127
EUW1,5041213832
KR,4930669879
NA1,3747467997
OC1,398585842
EUN1,2709809133
EUW1,5041316062
KR,4930931183
NA1,3747572622
OC1,398655009
EUN1,2709843118
EUW1,5045389928
KR,4930906658
NA1,3748022420
OC1,398831500
EUN1,2709937513
EUW1,5053414776
KR,4931121999
NA1,3748056060
OC1,398836037
EUN1,2709950986
EUW1,5053843820
KR,4931470682
NA1,3748092101
OC1,398829415
EUN1,2709954035
EUW1,5054256123
KR,4931650271
NA1,3748125977
OC1,398862480
EUN1,2709936688
EUW1,5055144574
KR,4931607546
NA1,3748151377
OC1,398876656
EUN1,2710007227
EUW1,5056137825
KR,4931846083
NA1,3748204431
OC1,398982058
EUN1,2711066543
EUW1,5057200689
KR,4932060712
NA1,3748241860
OC1,398999572
EUN1,2711121140
EUW1,5058553068
KR,4932016278
NA1,3748264550
OC1,399252344
EUN1,2711146983
EUW1,5059151165
KR,4932059399
NA1,3748331804
OC1,399246547
EUN1,2711189235
EUW1,5059115022
KR,4932116445
NA1,3748524406
OC1,399229965
EUN1,2711230327
EUW1,5059398283
KR,4932118844
NA1,3748687367
OC1,399301576
EUN1,2711201335
EUW1,5059423266
KR,4932202600
NA1,3749340590
OC1,399345053
EUN1,2711711799
EUW1,5061063413
KR,4932224681
NA1,3749471719
OC1,399409864
EUN1,2711779028
EUW1,5061124694
KR,4932207138
NA1,3751493585
OC1,399606762
EUN1,2712168723
EUW1,5017187834
KR,4932754821
NA1,3751948053
OC1,399661028
EUN1,2712222584
EUW1,5017854585
KR,4932950531
NA1,3752137937
OC1,399748644
EUN1,2712374728
EUW1,5018189054
KR,4932895741
NA1,3752494774
OC1,399990819
EUN1,2712528619
EUW1,5019818925
KR,4932948903
NA1,3753461640
OC1,400030579
EUN1,2712529325
EUW1,5019861400
KR,4933862540
NA1,3753487427
OC1,400004118
EUN1,2713693439
EUW1,5019916063
KR,4934043552
NA1,3753926059
OC1,400090001
EUN1,2713705845
EUW1,5019909562
KR,4934205297
NA1,3754120844
OC1,400143222
EUN1,2714072293
EUW1,5020035991
KR,4934484247
NA1,3754125431
OC1,400190161
EUN1,2714228142
EUW1,5020160608
KR,4934545925
NA1,3754231570
OC1,400297345
EUN1,2714261515
EUW1,5020134239
KR,4934956292
NA1,3755069854
OC1,400331276
EUN1,2714307730
EUW1,5021231178
KR,4935039195
NA1,3755237094
OC1,400325113
EUN1,2714345806
EUW1,5021278190
KR,4935197124
NA1,3756677642
OC1,392126638
EUN1,2714396145
EUW1,5021346742
KR,4935767501
NA1,3757127191
OC1,392127861
EUN1,2714540466
EUW1,5021716907
KR,4936306739
NA1,3757185027
OC1,392128676
EUN1,2714536114
EUW1,5021729080
KR,4936795508
NA1,3758148411
OC1,392109714
EUN1,2714601509
EUW1,5021792418
KR,4940088348
NA1,3758222940
OC1,392139654
EUN1,2714788838
EUW1,5023241557
KR,4940947613
NA1,3759072469
OC1,392140580
EUN1,2715434986
EUW1,5024052120
KR,4942175398
NA1,3760285210
OC1,392160666
EUN1,2715481897
EUW1,5024529604
KR,4943480309
NA1,3761750240
OC1,392189979
EUN1,2715681661
EUW1,5024653550
KR,4943631220
NA1,3764583348
OC1,392234594
EUN1,2715748102
EUW1,5025809828
KR,4943912598
NA1,3765278600
OC1,392263859
EUN1,2715752924
EUW1,5026003731
KR,4944532624
NA1,3735970843
OC1,392296265
EUN1,2715834908
EUW1,5026243993
KR,4945656960
NA1,3736719701
OC1,392330766
EUN1,2715939560
EUW1,5026352733
KR,4945648530
NA1,3736755098
OC1,392332273
EUN1,2715999305
EUW1,5026971620
KR,4945640000
NA1,3736748517
OC1,392325291
EUN1,2715999983
EUW1,5027531466
KR,4946893393
NA1,3736840200
OC1,392318250
EUN1,2715991184
EUW1,5027467173
KR,4947238335
NA1,3737521057
OC1,392371103
EUN1,2716529544
EUW1,5028139274
KR,4948077190
NA1,3737535522
OC1,392374690
EUN1,2716515507
EUW1,5028882860
KR,4948541105
NA1,3737602237
OC1,392369031
EUN1,2716636168
EUW1,5028876536
KR,4949175136
NA1,3737607998
OC1,392559425
EUN1,2718339471
EUW1,5028958707
KR,4950335679
NA1,3737696413
OC1,392610072
EUN1,2718370284
EUW1,5029300380
KR,4950446910
NA1,3737981410
OC1,392623029
EUN1,2719218632
EUW1,5030591886
KR,4958023659
NA1,3738732032
OC1,392607260
EUN1,2719215381
EUW1,5030578954
KR,4959583338
NA1,3738795803
OC1,392710316
EUN1,2719541404
EUW1,5030635540
KR,4960140002
NA1,3738912865
OC1,392704774
EUN1,2719543136
EUW1,5031089739
KR,4960808152
NA1,3738970021
OC1,392707641
EUN1,2719505625
EUW1,5031154020
KR,4961567616
NA1,3739026626
OC1,392752949
EUN1,2719556346
EUW1,5031178026
KR,4906222724
NA1,3739066802
OC1,392755735
EUN1,2720193912
EUW1,5031604202
KR,4906269018
NA1,3739320643
OC1,392759318
EUN1,2720299187
EUW1,5031559659
KR,4906418068
NA1,3739327518
OC1,392788988
EUN1,2720468571
EUW1,5032600833
KR,4913779154
NA1,3739545025
OC1,392822037
EUN1,2699674332
EUW1,5032625117
KR,4914121094
NA1,3739640823
OC1,392855639
EUN1,2700382094
EUW1,5037507861
KR,4915282051
NA1,3739615778
OC1,392924858
EUN1,2700819456
EUW1,5039131998
KR,4915319281
NA1,3740155712
OC1,392956943
EUN1,2700963804
EUW1,5039155468
KR,4916028363
NA1,3740189835
OC1,393063343
EUN1,2701121593
EUW1,5040523951
KR,4916279594
NA1,3740192502
OC1,393066727
EUN1,2701262823
EUW1,5040589205
KR,4916753885
NA1,3740252610
OC1,393090964
EUN1,2701358071
EUW1,5042339544
KR,4916778013
NA1,3740709262
OC1,393108716
EUN1,2701365263
EUW1,5042501482
KR,4916782617
NA1,3742170748
OC1,393150687
EUN1,2701478803
EUW1,5044595100
KR,4916784608
NA1,3742137017
OC1,393204480
EUN1,2702109562
EUW1,5048903202
KR,4917803686
NA1,3742196454
OC1,393311857
EUN1,2702105083
EUW1,5051104811
KR,4918730585
NA1,3742594239
OC1,393296183
EUN1,2702259236
EUW1,5057216286
KR,4919052582
NA1,3742824993
OC1,393299792
EUN1,2702328712
EUW1,5059289234
KR,4919017399
NA1,3746475360
OC1,393342415
EUN1,2702627810
EUW1,5017064272
KR,4919163956
NA1,3748192921
OC1,393440414
EUN1,2702752577
EUW1,5019757554
KR,4921511730
NA1,3748197720
OC1,393433487
EUN1,2702737034
EUW1,5019758097
KR,4922541725
NA1,3748214217
OC1,393428165
EUN1,2702830789
EUW1,5019919762
KR,4922770571
NA1,3748810793
OC1,393471196
EUN1,2702815844
EUW1,5020812038
KR,4923376837
NA1,3748823466
OC1,393475031
EUN1,2702898075
EUW1,5021088521
KR,4923482762
NA1,3748858258
OC1,393572593
EUN1,2704146490
EUW1,5022519356
KR,4923965693
NA1,3748960690
OC1,393676388
EUN1,2704281487
EUW1,5022855575
KR,4924025344
NA1,3748962796
OC1,393698219
EUN1,2704246949
EUW1,5023149940
KR,4924111347
NA1,3748975606
OC1,393707283
EUN1,2704336378
EUW1,5023516453
KR,4924123137
NA1,3748996600
OC1,393739694
EUN1,2704403352
EUW1,5024150298
KR,4925270590
NA1,3749050965
OC1,393757567
EUN1,2704527342
EUW1,5024289421
KR,4925279485
NA1,3749928790
OC1,393778872
EUN1,2704627144
EUW1,5026781614
KR,4929757057
NA1,3750034070
OC1,393811532
EUN1,2704702677
EUW1,5027522055
KR,4929853117
NA1,3750237092
OC1,393786134
EUN1,2704655879
EUW1,5027450188
KR,4929878938
NA1,3751854094
OC1,393882201
EUN1,2704798112
EUW1,5027793199
KR,4931388316
NA1,3759640565
OC1,393874787
EUN1,2704820223
EUW1,5029278710
KR,4931674805
NA1,3762453962
OC1,393895992
EUN1,2704820805
EUW1,5031972292
KR,4932171107
NA1,3762458150
OC1,393941690
EUN1,2705270033
EUW1,5035703873
KR,4932177857
NA1,3762658057
OC1,393953816
EUN1,2705274448
EUW1,5039909076
KR,4932262536
NA1,3763537751
OC1,393947120
EUN1,2705326959
EUW1,5040781979
KR,4933276007
NA1,3765052233
OC1,394021403
EUN1,2705830754
EUW1,5041342304
KR,4935843356
NA1,3749348587
OC1,394025321
EUN1,2705794927
EUW1,5046762442
KR,4936834549
NA1,3749463730
OC1,394027812
EUN1,2705817039
EUW1,5061191628
KR,4939275838
NA1,3749507024
OC1,394060975
EUN1,2705848078
EUW1,5019924410
KR,4939328810
NA1,3749660464
OC1,394074316
EUN1,2705897796
EUW1,5019867579
KR,4941680798
NA1,3749655658
OC1,394086662
EUN1,2705899019
EUW1,5019991179
KR,4941811737
NA1,3749741542
OC1,394098689
EUN1,2707816060
EUW1,5021187831
KR,4950491895
NA1,3749729077
OC1,394207942
EUN1,2707906964
EUW1,5021276609
KR,4950790312
NA1,3749798843
OC1,394308922
EUN1,2707910782
EUW1,5021344755
KR,4950876738
NA1,3749855990
OC1,394361196
EUN1,2707951313
EUW1,5021394070
KR,4950910947
NA1,3750569069
OC1,394369277
EUN1,2707953651
EUW1,5021449184
KR,4953118385
NA1,3750637987
OC1,394398886
EUN1,2708510285
EUW1,5021553649
KR,4953214441
NA1,3750671464
OC1,394424165
EUN1,2708552136
EUW1,5021934217
KR,4953445527
NA1,3750704704
OC1,394416805
EUN1,2708757078
EUW1,5021929431
KR,4955242699
NA1,3750759855
OC1,394409468
EUN1,2708855873
EUW1,5022034560
KR,4955794595
NA1,3750737627
OC1,394461011
EUN1,2708986099
EUW1,5022088963
KR,4960759706
NA1,3750847456
OC1,394553244
EUN1,2709057177
EUW1,5023094526
KR,4905655111
NA1,3750983658
OC1,394682333
EUN1,2709068486
EUW1,5023273149
KR,4906318449
NA1,3751941103
OC1,394756038
EUN1,2709049273
EUW1,5023372094
KR,4906476340
NA1,3752051892
OC1,394771577
EUN1,2709081483
EUW1,5023389000
KR,4914183665
NA1,3752027147
OC1,395138326
EUN1,2709119253
EUW1,5023476469
KR,4914228101
NA1,3752049555
OC1,395168770
EUN1,2710077229
EUW1,5024102143
KR,4914311800
NA1,3752075292
OC1,395264749
EUN1,2710037975
EUW1,5024136175
KR,4914347025
NA1,3752119552
OC1,395359714
EUN1,2710108777
EUW1,5024185089
KR,4914381160
NA1,3752165559
OC1,395382936
EUN1,2711199886
EUW1,5024254786
KR,4914431572
NA1,3753395648
OC1,395413278
EUN1,2711230741
EUW1,5024400908
KR,4915452230
NA1,3753523918
OC1,395417309
EUN1,2711211627
EUW1,5024427532
KR,4915407398
NA1,3753529582
OC1,395441122
EUN1,2711287692
EUW1,5024823716
KR,4915512626
NA1,3753684580
OC1,395443053
EUN1,2711280272
EUW1,5024882093
KR,4915670459
NA1,3753793908
OC1,395499974
EUN1,2711467459
EUW1,5025043438
KR,4915674611
NA1,3753778314
OC1,395528152
EUN1,2712473479
EUW1,5025070704
KR,4915762395
NA1,3754890764
OC1,395552457
EUN1,2712647747
EUW1,5025096443
KR,4915864175
NA1,3754914874
OC1,395638259
EUN1,2712618983
EUW1,5025371677
KR,4916030774
NA1,3754964665
OC1,395682334
EUN1,2712592769
EUW1,5025298169
KR,4916443369
NA1,3756619225
OC1,397904921
EUN1,2712624187
EUW1,5025551110
KR,4916539315
NA1,3756732912
OC1,397918485
EUN1,2713723590
EUW1,5025523959
KR,4916586035
NA1,3759366268
OC1,398005197
EUN1,2713724759
EUW1,5025545537
KR,4916722957
NA1,3760991705
OC1,398075413
EUN1,2713686750
EUW1,5025537680
KR,4916841819
NA1,3761025194
OC1,398049760
EUN1,2713758186
EUW1,5025529753
KR,4916843917
NA1,3761170642
OC1,398093731
EUN1,2713788802
EUW1,5025721035
KR,4916806635
NA1,3763569596
OC1,398088038
EUN1,2713751017
EUW1,5025682404
KR,4916866920
NA1,3765248439
OC1,398231567
EUN1,2714793313
EUW1,5026032121
KR,4917881255
NA1,3733693047
OC1,398292195
EUN1,2714745429
EUW1,5026075385
KR,4918264531
NA1,3733685707
OC1,398285323
EUN1,2715054755
EUW1,5026110915
KR,4918737171
NA1,3733731247
OC1,398318147
EUN1,2715992360
EUW1,5026434092
KR,4918864344
NA1,3733813960
OC1,398346093
EUN1,2715993572
EUW1,5026489647
KR,4919039886
NA1,3733983866
OC1,398421148
EUN1,2716013740
EUW1,5026514789
KR,4920254893
NA1,3734311441
OC1,398448114
EUN1,2716159843
EUW1,5026706798
KR,4921401349
NA1,3734565377
OC1,398502365
EUN1,2717467582
EUW1,5026764787
KR,4921435562
NA1,3734634670
OC1,398516226
EUN1,2717505604
EUW1,5027175744
KR,4923875503
NA1,3734735333
OC1,398562301
EUN1,2696058785
EUW1,5027207628
KR,4923971948
NA1,3734802057
OC1,398556456
EUN1,2696596845
EUW1,5027189356
KR,4924053759
NA1,3735213249
OC1,398600063
EUN1,2696754493
EUW1,5027727281
KR,4924008490
NA1,3735796777
OC1,398605215
EUN1,2696969896
EUW1,5028014228
KR,4926213848
NA1,3735852755
OC1,398676373
EUN1,2698982073
EUW1,5028433321
KR,4926889096
NA1,3735879209
OC1,398687555
EUN1,2699049415
EUW1,5028410404
KR,4927052677
NA1,3735894864
OC1,398700767
EUN1,2699065157
EUW1,5028527952
KR,4929122556
NA1,3736063882
OC1,398724030
EUN1,2699162809
EUW1,5028751259
KR,4929270245
NA1,3736088810
OC1,398803550
EUN1,2699166518
EUW1,5028679618
KR,4929277420
NA1,3736142874
OC1,398805205
EUN1,2699185413
EUW1,5028954331
KR,4929376693
NA1,3736167947
OC1,398808353
EUN1,2699846353
EUW1,5028929047
KR,4929680344
NA1,3736554172
OC1,398893870
EUN1,2700214397
EUW1,5029051791
KR,4929698572
NA1,3736578434
OC1,399111236
EUN1,2700258520
EUW1,5029004890
KR,4929811679
NA1,3737484467
OC1,399118938
EUN1,2701171592
EUW1,5029475774
KR,4933122601
NA1,3737573706
OC1,399162394
EUN1,2701292770
EUW1,5029821411
KR,4933117503
NA1,3737577953
OC1,399145685
EUN1,2701478503
EUW1,5030012040
KR,4933461943
NA1,3737691765
OC1,399177524
EUN1,2701502483
EUW1,5030773604
KR,4933467365
NA1,3737686622
OC1,399183710
EUN1,2702201649
EUW1,5030760208
KR,4933513990
NA1,3737726263
OC1,399206819
EUN1,2702627415
EUW1,5030922206
KR,4933633124
NA1,3738921918
OC1,399519774
EUN1,2702589413
EUW1,5030866321
KR,4933738072
NA1,3738909184
OC1,399522629
EUN1,2702660130
EUW1,5032015867
KR,4933879405
NA1,3738993308
OC1,399554616
EUN1,2704615069
EUW1,5032643236
KR,4934246755
NA1,3739195705
OC1,399547665
EUN1,2704698531
EUW1,5032908894
KR,4934305449
NA1,3739331018
OC1,399560840
EUN1,2705414030
EUW1,5032989652
KR,4934457414
NA1,3739617324
OC1,399604631
EUN1,2705752862
EUW1,5033023437
KR,4936324063
NA1,3739711674
OC1,399661247
EUN1,2705790268
EUW1,5034007296
KR,4936501767
NA1,3740082756
OC1,399654783
EUN1,2705859648
EUW1,5034223583
KR,4936509868
NA1,3740068186
OC1,399706756
EUN1,2706665128
EUW1,5034450682
KR,4936577317
NA1,3740755714
OC1,399741199
EUN1,2706732152
EUW1,5034358974
KR,4938719949
NA1,3740791064
OC1,399876794
EUN1,2706756102
EUW1,5036507857
KR,4939063579
NA1,3740847045
OC1,399910344
EUN1,2706837100
EUW1,5036810706
KR,4939257948
NA1,3741293818
OC1,399893887
EUN1,2706812796
EUW1,5036802852
KR,4939350489
NA1,3741316325
OC1,399917700
EUN1,2707160462
EUW1,5036931090
KR,4941630514
NA1,3741299662
OC1,399933872
EUN1,2707945768
EUW1,5036981565
KR,4943067651
NA1,3741494981
OC1,399947895
EUN1,2708029321
EUW1,5038160887
KR,4943290249
NA1,3741518909
OC1,400040676
EUN1,2708099671
EUW1,5038136831
KR,4943335707
NA1,3741697804
OC1,400074061
EUN1,2709184824
EUW1,5038814284
KR,4943442809
NA1,3741707151
OC1,400121713
EUN1,2709190782
EUW1,5038815721
KR,4943835719
NA1,3741838690
OC1,400271154
EUN1,2710111067
EUW1,5038826300
KR,4944434263
NA1,3741868082
OC1,400245245
EUN1,2710054572
EUW1,5038748977
KR,4945437576
NA1,3741924965
OC1,400282308
EUN1,2711502445
EUW1,5038950918
KR,4948333140
NA1,3742644903
OC1,400323930
EUN1,2711506584
EUW1,5039094663
KR,4948356061
NA1,3742788147
OC1,400346143
EUN1,2711544237
EUW1,5039098577
KR,4949344070
NA1,3742966769
OC1,400371798
EUN1,2711618362
EUW1,5039220558
KR,4949444317
NA1,3743077437
OC1,400383229
EUN1,2712760178
EUW1,5039215415
KR,4949556616
NA1,3743159273
OC1,392141875
EUN1,2712796004
EUW1,5040308061
KR,4949766608
NA1,3743847913
OC1,392223041
EUN1,2712941834
EUW1,5040318469
KR,4950041985
NA1,3743966122
OC1,392235773
EUN1,2715095644
EUW1,5040368466
KR,4951605044
NA1,3744021607
OC1,392605985
EUN1,2716598957
EUW1,5040410605
KR,4951959380
NA1,3744096173
OC1,392670170
EUN1,2718743501
EUW1,5040451068
KR,4953150069
NA1,3745346233
OC1,392952403
EUN1,2718935695
EUW1,5040405278
KR,4953257585
NA1,3746756850
OC1,392929638
EUN1,2720273062
EUW1,5040476659
KR,4955400392
NA1,3746842975
OC1,395448071
EUN1,2696595736
EUW1,5040731882
KR,4955537706
NA1,3747940131
OC1,395429609
EUN1,2696626543
EUW1,5040735040
KR,4955657971
NA1,3749507531
OC1,395458278
EUN1,2696643366
EUW1,5040806497
KR,4955768574
NA1,3749614459
OC1,395490099
EUN1,2697303771
EUW1,5040924773
KR,4957053692
NA1,3749703968
OC1,395467143
EUN1,2697315869
EUW1,5040988310
KR,4957332477
NA1,3750506506
OC1,395503946
EUN1,2697389074
EUW1,5042161467
KR,4957672626
NA1,3750534142
OC1,395709703
EUN1,2697385679
EUW1,5042162475
KR,4957716000
NA1,3750949551
OC1,395740675
EUN1,2697449453
EUW1,5042221897
