platformId,gameId
NA1,3738265222
OC1,392259034
EUN1,2714432749
EUW1,5021870747
KR,4912337111
NA1,3738708356
OC1,392523854
EUN1,2714517810
EUW1,5021854981
KR,4912549641
NA1,3741459013
OC1,392555213
EUN1,2715417901
EUW1,5021868674
KR,4912803440
NA1,3742190427
OC1,392590415
EUN1,2719201756
EUW1,5021929519
KR,4912867364
NA1,3744023959
OC1,392614222
EUN1,2696136876
EUW1,5022476654
KR,4912905607
NA1,3744206503
OC1,392650731
EUN1,2696246136
EUW1,5024750390
KR,4912981315
NA1,3744456249
OC1,392675832
EUN1,2696410415
EUW1,5024930682
KR,4913159354
NA1,3744552045
OC1,392851332
EUN1,2696404381
EUW1,5026197918
KR,4913214444
NA1,3744518503
OC1,392872479
EUN1,2697717792
EUW1,5026430919
KR,4913370763
NA1,3744684456
OC1,392874188
EUN1,2697702167
EUW1,5027714340
KR,4913377856
NA1,3744678856
OC1,392846786
EUN1,2697817263
EUW1,5027718091
KR,4913465017
NA1,3745892113
OC1,392907216
EUN1,2698714765
EUW1,5028131157
KR,4913572632
NA1,3745901335
OC1,392929971
EUN1,2698891707
EUW1,5028096702
KR,4913830012
NA1,3746631343
OC1,393075014
EUN1,2699019454
EUW1,5028212996
KR,4913828592
NA1,3746616316
OC1,393121541
EUN1,2699771760
EUW1,5030816152
KR,4914026444
NA1,3748085448
OC1,393154310
EUN1,2699767050
EUW1,5032786210
KR,4914173963
NA1,3752073131
OC1,393136387
EUN1,2699851589
EUW1,5032788544
KR,4914129340
NA1,3752125696
OC1,393575512
EUN1,2700889344
EUW1,5032851832
KR,4914254640
NA1,3753669262
OC1,393790692
EUN1,2701004803
EUW1,5032836013
KR,4914749717
NA1,3753899800
OC1,393968183
EUN1,2701962870
EUW1,5032827366
KR,4914993045
NA1,3758039130
OC1,394021168
EUN1,2702067274
EUW1,5032886890
KR,4915640753
NA1,3758134513
OC1,394063558
EUN1,2702983388
EUW1,5032859210
KR,4915636013
NA1,3761137997
OC1,394405081
EUN1,2703018951
EUW1,5035393703
KR,4915763412
NA1,3761623055
OC1,394659484
EUN1,2703109922
EUW1,5035664220
KR,4915791417
NA1,3761718352
OC1,395903024
EUN1,2703955865
EUW1,5038612781
KR,4915809828
NA1,3763837501
OC1,397060979
EUN1,2704205538
EUW1,5038646691
KR,4916029201
NA1,3764604207
OC1,392135986
EUN1,2704297100
EUW1,5038840616
KR,4917432949
NA1,3733624178
OC1,392415736
EUN1,2707520921
EUW1,5040314499
KR,4917607942
NA1,3735657440
OC1,392795037
EUN1,2707476710
EUW1,5040335914
KR,4917695400
NA1,3735709751
OC1,393133231
EUN1,2711667089
EUW1,5042061181
KR,4918100822
NA1,3735701642
OC1,393482214
EUN1,2711644017
EUW1,5051473165
KR,4918174567
NA1,3735736216
OC1,393744491
EUN1,2711993035
EUW1,5057200717
KR,4918290386
NA1,3735784811
OC1,394726542
EUN1,2715182313
EUW1,5058607438
KR,4918349305
NA1,3735797552
OC1,395039338
EUN1,2716086082
EUW1,5058752393
KR,4918525882
NA1,3735889973
OC1,395059692
EUN1,2696968266
EUW1,5058813602
KR,4918703783
NA1,3735913601
OC1,395418471
EUN1,2697350212
EUW1,5060669190
KR,4919867611
NA1,3735946315
OC1,396082969
EUN1,2697449297
EUW1,5060814002
KR,4919983602
NA1,3735987233
OC1,396084609
EUN1,2697452264
EUW1,5060829761
KR,4920037489
NA1,3736050080
OC1,397232146
EUN1,2698062041
EUW1,5060891868
KR,4920142099
NA1,3736045069
OC1,397254551
EUN1,2698123197
EUW1,5061396354
KR,4920157354
NA1,3736989744
OC1,397696712
EUN1,2699442794
EUW1,5062854717
KR,4920336444
NA1,3737455355
OC1,397730903
EUN1,2700110873
EUW1,5024406276
KR,4920393190
NA1,3737659884
OC1,399461490
EUN1,2700718094
EUW1,5024482671
KR,4920419794
NA1,3737713038
OC1,399443931
EUN1,2701468213
EUW1,5024488173
KR,4920514742
NA1,3737833375
OC1,399446478
EUN1,2701627481
EUW1,5024565664
KR,4920684709
NA1,3738031955
OC1,399477648
EUN1,2701649152
EUW1,5024663703
KR,4920994258
NA1,3738502258
OC1,399783322
EUN1,2701817831
EUW1,5024791156
KR,4921211772
NA1,3738524497
OC1,400164602
EUN1,2701815114
EUW1,5025992112
KR,4921869438
NA1,3738781111
OC1,400221703
EUN1,2701946211
EUW1,5026494237
KR,4922025469
NA1,3739098615
OC1,392117745
EUN1,2702611528
EUW1,5026581820
KR,4922069660
NA1,3739561784
OC1,393569615
EUN1,2702592747
EUW1,5032820472
KR,4922484238
NA1,3739997545
OC1,393849465
EUN1,2705024491
EUW1,5033877816
KR,4922706199
NA1,3740103273
OC1,394817012
EUN1,2708256845
EUW1,5034199125
KR,4922861655
NA1,3740673299
OC1,394905612
EUN1,2708373395
EUW1,5040123207
KR,4922816252
NA1,3741191679
OC1,396760031
EUN1,2708466381
EUW1,5040195032
KR,4923188375
NA1,3742546310
OC1,397379698
EUN1,2710533281
EUW1,5046342291
KR,4923455104
NA1,3742880657
OC1,398583660
EUN1,2710587618
EUW1,5046314320
KR,4924689187
NA1,3750454867
OC1,391600307
EUN1,2710827957
EUW1,5058556507
KR,4924844245
NA1,3751393417
OC1,391584122
EUN1,2713480799
EUW1,5058700994
KR,4925072665
NA1,3751468360
OC1,391848867
EUN1,2713981659
EUW1,5060853491
KR,4925666911
NA1,3765097894
OC1,391896718
EUN1,2715363267
EUW1,5019902687
KR,4925767158
NA1,3765158725
OC1,391900488
EUN1,2720504148
EUW1,5020006574
KR,4925882157
NA1,3733660025
OC1,391904312
EUN1,2720526533
EUW1,5020041633
KR,4925977094
NA1,3734157379
OC1,394200393
EUN1,2720588882
EUW1,5020147614
KR,4925995787
NA1,3734665261
OC1,394183577
EUN1,2697515180
EUW1,5022319306
KR,4928170834
NA1,3735170738
OC1,394216713
EUN1,2697590853
EUW1,5022785065
KR,4928178761
NA1,3735867418
OC1,394225117
EUN1,2698326104
EUW1,5023059500
KR,4928367633
NA1,3735891503
OC1,394255605
EUN1,2698358769
EUW1,5024392835
KR,4928531708
NA1,3735991466
OC1,394300838
EUN1,2702951692
EUW1,5024727572
KR,4928548004
NA1,3735975897
OC1,394294317
EUN1,2703198758
EUW1,5025884867
KR,4928675657
NA1,3736030940
OC1,394568968
EUN1,2703215432
EUW1,5026236094
KR,4928772665
NA1,3736154704
OC1,395831787
EUN1,2703363000
EUW1,5029182187
KR,4928944376
NA1,3736109175
OC1,396079897
EUN1,2703908735
EUW1,5031229652
KR,4929064773
NA1,3736232483
OC1,400281139
EUN1,2703903428
EUW1,5031826808
KR,4929277868
NA1,3736316151
OC1,392145903
EUN1,2703978274
EUW1,5031905580
KR,4930412446
NA1,3736393100
OC1,392147703
EUN1,2704358890
EUW1,5031989547
KR,4930436473
NA1,3736387917
OC1,392206378
EUN1,2704520899
EUW1,5037038122
KR,4930587948
NA1,3736465509
OC1,392220946
EUN1,2704806405
EUW1,5037161295
KR,4930709423
NA1,3738469843
OC1,392322642
EUN1,2704950673
EUW1,5038144730
KR,4930793385
NA1,3738462511
OC1,392432784
EUN1,2704974196
EUW1,5038900301
KR,4931170007
NA1,3738455927
OC1,392979353
EUN1,2705089202
EUW1,5039190543
KR,4931189869
NA1,3738449071
OC1,393528718
EUN1,2705102588
EUW1,5039192596
KR,4931735426
NA1,3738491472
OC1,393827576
EUN1,2705125564
EUW1,5041177005
KR,4932588640
NA1,3738484901
OC1,393839073
EUN1,2706048008
EUW1,5041931908
KR,4932722502
NA1,3738584488
OC1,394610069
EUN1,2706022613
EUW1,5042681628
KR,4933124039
NA1,3740084220
OC1,394875339
EUN1,2706115156
EUW1,5042659786
KR,4933324931
NA1,3740038524
OC1,394949055
EUN1,2706190701
EUW1,5042886952
KR,4933461032
NA1,3740184425
OC1,395150987
EUN1,2706216134
EUW1,5043734184
KR,4933408840
NA1,3740529678
OC1,395181573
EUN1,2706515412
EUW1,5043822622
KR,4933640546
NA1,3740627208
OC1,395585251
EUN1,2706992618
EUW1,5044834070
KR,4933729021
NA1,3740713838
OC1,395821156
EUN1,2707201378
EUW1,5045357272
KR,4935374845
NA1,3740752144
OC1,395836685
EUN1,2707255364
EUW1,5045462933
KR,4935541210
NA1,3740727897
OC1,396160164
EUN1,2707329044
EUW1,5045489940
KR,4936684989
NA1,3741264629
OC1,396163897
EUN1,2707468488
EUW1,5046508931
KR,4937689943
NA1,3741491654
OC1,396312124
EUN1,2707475857
EUW1,5046624311
KR,4941164201
NA1,3741487664
OC1,396403119
EUN1,2707631839
EUW1,5050182012
KR,4941311267
NA1,3741885144
OC1,396433919
EUN1,2707707578
EUW1,5050341344
KR,4959417393
NA1,3741925282
OC1,396415618
EUN1,2707741545
EUW1,5050429027
KR,4903887222
NA1,3742060414
OC1,396503331
EUN1,2708374799
EUW1,5052135340
KR,4903869163
NA1,3742154557
OC1,396528576
EUN1,2708617694
EUW1,5052421742
KR,4904120294
NA1,3742179351
OC1,396839370
EUN1,2708748629
EUW1,5052750461
KR,4904140936
NA1,3742982208
OC1,396928171
EUN1,2709323544
EUW1,5054077624
KR,4904162490
NA1,3743040372
OC1,397632234
EUN1,2709359023
EUW1,5054748391
KR,4904095019
NA1,3743462312
OC1,397635972
EUN1,2709679038
EUW1,5055326465
KR,4904138122
NA1,3743883454
OC1,397964049
EUN1,2710413703
EUW1,5055395784
KR,4904231549
NA1,3743894989
OC1,397987808
EUN1,2710497938
EUW1,5057297925
KR,4904183161
NA1,3743907778
OC1,398237711
EUN1,2710525025
EUW1,5057431239
KR,4904513075
NA1,3743942560
OC1,398771624
EUN1,2710918594
EUW1,5058375684
KR,4904675300
NA1,3743968498
OC1,392214138
EUN1,2711470768
EUW1,5019863405
KR,4904715097
NA1,3744344820
OC1,392262192
EUN1,2711728591
EUW1,5019955772
KR,4906210018
NA1,3744455141
OC1,392289758
EUN1,2712674847
EUW1,5020379990
KR,4906500602
NA1,3745039997
OC1,392895391
EUN1,2712791301
EUW1,5020993438
KR,4906525082
NA1,3745124449
OC1,393054404
EUN1,2713772588
EUW1,5021092242
KR,4906556674
NA1,3745163268
OC1,393092447
EUN1,2713803154
EUW1,5021240015
KR,4906578976
NA1,3745771105
OC1,393199008
EUN1,2713766384
EUW1,5021678784
KR,4906670872
NA1,3745799405
OC1,393288629
EUN1,2713885217
EUW1,5021689823
KR,4906613212
NA1,3746925498
OC1,393736843
EUN1,2716439219
EUW1,5021751623
KR,4906624389
NA1,3747123189
OC1,393864127
EUN1,2717521560
EUW1,5021903341
KR,4906665140
NA1,3747517026
OC1,393895506
EUN1,2717579227
EUW1,5021986929
KR,4906607187
NA1,3748059424
OC1,394230997
EUN1,2718442080
EUW1,5022626693
KR,4906690487
NA1,3748389572
OC1,394361590
EUN1,2696597124
EUW1,5022846447
KR,4906771505
NA1,3748530236
OC1,394420843
EUN1,2696601135
EUW1,5023411748
KR,4907883673
NA1,3749834653
OC1,394563116
EUN1,2696606514
EUW1,5023447371
KR,4907958104
NA1,3749899333
OC1,395136137
EUN1,2696631930
EUW1,5023512922
KR,4907988559
NA1,3749968546
OC1,395212307
EUN1,2697752383
EUW1,5023458198
KR,4908154491
NA1,3750133949
OC1,395186489
EUN1,2698990128
EUW1,5023977920
KR,4908252609
NA1,3750171650
OC1,395283744
EUN1,2698976157
EUW1,5024187983
KR,4908325975
NA1,3750988904
OC1,395285177
EUN1,2699040635
EUW1,5025018539
KR,4908495752
NA1,3751271256
OC1,395295904
EUN1,2699521013
EUW1,5025115879
KR,4908941075
NA1,3751440763
OC1,395477572
EUN1,2699476596
EUW1,5025801481
KR,4908991733
NA1,3751498449
OC1,395500543
EUN1,2699632686
EUW1,5025847123
KR,4909046378
NA1,3751504902
OC1,395796740
EUN1,2699646451
EUW1,5026739132
KR,4909059762
NA1,3751570842
OC1,395789434
EUN1,2699841084
EUW1,5026836341
KR,4909136163
NA1,3751930772
OC1,396195722
EUN1,2700785907
EUW1,5027205796
KR,4909221647
NA1,3752497843
OC1,396201469
EUN1,2701952393
EUW1,5027118853
KR,4909352962
NA1,3752623707
OC1,396995401
EUN1,2703082480
EUW1,5027189216
KR,4909325750
NA1,3752666675
OC1,398404654
EUN1,2703915161
EUW1,5027272775
KR,4909339482
NA1,3753305881
OC1,399182460
EUN1,2704178176
EUW1,5027380895
KR,4909460292
NA1,3753603616
OC1,399538971
EUN1,2704331279
EUW1,5028718384
KR,4910315412
NA1,3753790108
OC1,399563247
EUN1,2704466150
EUW1,5029303737
KR,4910471197
NA1,3754068583
OC1,400055303
EUN1,2705853392
EUW1,5029306642
KR,4910625989
NA1,3754874621
OC1,392917043
EUN1,2706015057
EUW1,5030688104
KR,4910710897
NA1,3755241606
OC1,393721535
EUN1,2706120221
EUW1,5038579781
KR,4910828293
NA1,3755336570
OC1,394880709
EUN1,2710651376
EUW1,5038649716
KR,4910994686
NA1,3755415657
OC1,399495906
EUN1,2712765169
EUW1,5043511895
KR,4911049576
NA1,3755432410
OC1,391871614
EUN1,2712946486
EUW1,5043894565
KR,4911439642
NA1,3755488431
OC1,392211521
EUN1,2720236435
EUW1,5044665337
KR,4911588967
NA1,3755650902
OC1,392270992
EUN1,2696737187
EUW1,5050330244
KR,4911810699
NA1,3755648523
OC1,392363203
EUN1,2696742959
EUW1,5052910275
KR,4911878624
NA1,3755733439
OC1,392357788
EUN1,2696804549
EUW1,5017373870
KR,4911929832
NA1,3756881546
OC1,392766035
EUN1,2696899955
EUW1,5017692670
KR,4912055898
NA1,3756875620
OC1,392882746
EUN1,2696957293
EUW1,5017853870
KR,4912047871
NA1,3757031294
OC1,392980755
EUN1,2696980318
EUW1,5017779815
KR,4912896149
NA1,3757038421
OC1,393297315
EUN1,2697138672
EUW1,5017884100
KR,4913071293
NA1,3757163367
OC1,393561338
EUN1,2697221015
EUW1,5017907779
KR,4913059864
NA1,3757327599
OC1,393573135
EUN1,2697850257
EUW1,5019096161
KR,4913089738
NA1,3757451441
OC1,394570975
EUN1,2698070864
EUW1,5019141277
KR,4913233828
NA1,3758048293
OC1,394875752
EUN1,2698164219
EUW1,5019226089
KR,4914442715
NA1,3758703897
OC1,395597853
EUN1,2699049771
EUW1,5020263689
KR,4914406796
NA1,3758775115
OC1,396214503
EUN1,2699085932
EUW1,5020393996
KR,4914427280
NA1,3758812554
OC1,397897247
EUN1,2699145482
EUW1,5020431477
KR,4914478373
NA1,3759091070
OC1,391682535
EUN1,2699231020
EUW1,5020495885
KR,4914530157
NA1,3759529742
OC1,392247246
EUN1,2699248840
EUW1,5020742076
KR,4914923771
NA1,3759493947
OC1,392481209
EUN1,2700219265
EUW1,5020837247
KR,4915314144
NA1,3759499152
OC1,392965514
EUN1,2700742138
EUW1,5020997105
KR,4916865965
NA1,3759910636
OC1,393021997
EUN1,2700785218
EUW1,5021116830
KR,4916890822
NA1,3761570892
OC1,393301121
EUN1,2700808596
EUW1,5021285061
KR,4916970516
NA1,3761707279
OC1,393298493
EUN1,2701411121
EUW1,5021357198
KR,4916977646
NA1,3761793600
OC1,393595131
EUN1,2701446138
EUW1,5021413529
KR,4917746897
NA1,3762506350
OC1,393716047
EUN1,2702057020
EUW1,5021437831
KR,4917927445
NA1,3762901457
OC1,393902715
EUN1,2702090179
EUW1,5021543145
KR,4918006770
NA1,3763016480
OC1,394362892
EUN1,2702418820
EUW1,5021526049
KR,4918161074
NA1,3763259399
OC1,394368607
EUN1,2705172109
EUW1,5021558164
KR,4919046390
NA1,3764349782
OC1,394950541
EUN1,2706742749
EUW1,5021680465
KR,4919218656
NA1,3764327976
OC1,394948493
EUN1,2706724732
EUW1,5022013951
KR,4919341454
NA1,3764424196
OC1,394981228
EUN1,2708623001
EUW1,5022102847
KR,4919411351
NA1,3765143642
OC1,395307463
EUN1,2714513206
EUW1,5022193391
KR,4921411366
NA1,3736030914
OC1,395651889
EUN1,2715446976
EUW1,5022208949
KR,4922684383
NA1,3736664400
OC1,395828197
EUN1,2716765494
EUW1,5022385704
KR,4922817419
NA1,3738271001
OC1,395871881
EUN1,2717750626
EUW1,5022320392
KR,4923213253
NA1,3739794802
OC1,395865817
EUN1,2717756524
EUW1,5022396389
KR,4923229975
NA1,3741813823
OC1,396171206
EUN1,2719794631
EUW1,5022544325
KR,4923550923
NA1,3741860988
OC1,396198978
EUN1,2697297732
EUW1,5022768969
KR,4923611293
NA1,3742030951
OC1,396542550
EUN1,2697319445
EUW1,5023065989
KR,4923680499
NA1,3743248517
OC1,397003550
EUN1,2697291979
EUW1,5023264002
KR,4923695874
NA1,3743324996
OC1,397019435
EUN1,2697313849
EUW1,5023433036
KR,4923832252
NA1,3743450123
OC1,397414318
EUN1,2697347773
EUW1,5023350267
KR,4924508358
NA1,3744520813
OC1,397645216
EUN1,2698129172
EUW1,5023509880
